"DOTA_Tooltip_ability_imba_abaddon_death_coil"       "迷雾缠绕"
"DOTA_Tooltip_ability_special_bonus_imba_sven_10_Description"       "111"
"DOTA_Tooltip_ability_imba_techies_land_mines"       "未定义"
"DOTA_Tooltip_ability_imba_techies_land_mines_Description"       "111"
"DOTA_Tooltip_ability_imba_techies_stasis_trap"       "未定义"
"DOTA_Tooltip_ability_imba_techies_stasis_trap_Description"       "111"
"DOTA_Tooltip_ability_imba_techies_suicide"       "未定义"
"DOTA_Tooltip_ability_imba_techies_suicide_Description"       "111"
"DOTA_Tooltip_ability_imba_techies_minefield_sign"       "未定义"
"DOTA_Tooltip_ability_imba_techies_minefield_sign_Description"       "111"
"DOTA_Tooltip_ability_imba_techies_remote_mines"       "未定义"
"DOTA_Tooltip_ability_imba_techies_remote_mines_Description"       "111"
"DOTA_Tooltip_ability_imba_techies_remote_mines_pinpoint_detonation_Description"       "111"
"DOTA_Tooltip_ability_imba_techies_focused_detonate"       "未定义"
"DOTA_Tooltip_ability_imba_techies_focused_detonate_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_techies_8_Description"       "111"
"DOTA_Tooltip_ability_imba_templar_assassin_refraction"       "折光"
"DOTA_Tooltip_ability_imba_templar_assassin_refraction_Description"       "111"
"DOTA_Tooltip_ability_imba_templar_assassin_meld"       "未定义"
"DOTA_Tooltip_ability_imba_templar_assassin_meld_Description"       "111"
"DOTA_Tooltip_ability_imba_templar_assassin_psi_blades"       "灵能之刃"
"DOTA_Tooltip_ability_imba_templar_assassin_psi_blades_Description"       "111"
"DOTA_Tooltip_ability_imba_templar_assassin_psionic_trap"       "未定义"
"DOTA_Tooltip_ability_imba_templar_assassin_psionic_trap_Description"       "111"
"DOTA_Tooltip_ability_imba_templar_assassin_trap"       "灵能陷阱"
"DOTA_Tooltip_ability_imba_templar_assassin_trap_Description"       "111"
"DOTA_Tooltip_ability_imba_templar_assassin_trap_teleport"       "未定义"
"DOTA_Tooltip_ability_imba_templar_assassin_trap_teleport_Description"       "111"
"DOTA_Tooltip_ability_imba_templar_assassin_self_trap_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_templar_assassin_psionic_trap_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_templar_assassin_meld_dispels_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_templar_assassin_meld_armor_reduction_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_templar_assassin_meld_bash_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_templar_assassin_refraction_instances_Description"       "111"
"DOTA_Tooltip_ability_imba_terrorblade_reflection"       "倒影"
"DOTA_Tooltip_ability_imba_terrorblade_reflection_Description"       "111"
"DOTA_Tooltip_ability_imba_terrorblade_conjure_image"       "惑幻"
"DOTA_Tooltip_ability_imba_terrorblade_conjure_image_Description"       "111"
"DOTA_Tooltip_ability_imba_terrorblade_metamorphosis"       "魔化"
"DOTA_Tooltip_ability_imba_terrorblade_metamorphosis_Description"       "111"
"DOTA_Tooltip_ability_imba_terrorblade_terror_wave"       "恐怖心潮"
"DOTA_Tooltip_ability_imba_terrorblade_terror_wave_Description"       "111"
"DOTA_Tooltip_ability_imba_terrorblade_power_rend_Description"       "111"
"DOTA_Tooltip_ability_imba_terrorblade_sunder"       "魂断"
"DOTA_Tooltip_ability_imba_terrorblade_sunder_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_terrorblade_reflection_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_terrorblade_sunder_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_terrorblade_metamorphosis_attack_range_Description"       "111"
"DOTA_Tooltip_ability_imba_tidehunter_gush"       "巨浪"
"DOTA_Tooltip_ability_imba_tidehunter_gush_Description"       "111"
"DOTA_Tooltip_ability_imba_tidehunter_kraken_shell"       "海妖外壳"
"DOTA_Tooltip_ability_imba_tidehunter_kraken_shell_Description"       "111"
"DOTA_Tooltip_ability_imba_tidehunter_anchor_smash"       "锚击"
"DOTA_Tooltip_ability_imba_tidehunter_anchor_smash_Description"       "111"
"DOTA_Tooltip_ability_imba_tidehunter_ravage"       "毁灭"
"DOTA_Tooltip_ability_imba_tidehunter_ravage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tidehunter_anchor_smash_damage_reduction_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tidehunter_greater_hardening_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tidehunter_gush_armor_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_whirling_death_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_timber_chain_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_reactive_armor_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_chakram_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_chakram_2_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_return_chakram_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_return_chakram_2_Description"       "111"
"DOTA_Tooltip_ability_imba_timbersaw_chakram_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_timbersaw_reactive_armor_max_stacks_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_timbersaw_whirling_death_stat_loss_pct_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_timbersaw_timber_chain_range_Description"       "111"
"DOTA_Tooltip_ability_imba_tinker_rearm"       "再装填"
"DOTA_Tooltip_ability_imba_tinker_rearm_Description"       "111"
"DOTA_Tooltip_ability_imba_tinker_laser"       "激光"
"DOTA_Tooltip_ability_imba_tinker_laser_Description"       "111"
"DOTA_Tooltip_ability_imba_tinker_heat_seeking_missile"       "热导飞弹"
"DOTA_Tooltip_ability_imba_tinker_heat_seeking_missile_Description"       "111"
"DOTA_Tooltip_ability_imba_tinker_march_of_the_machines"       "未定义"
"DOTA_Tooltip_ability_imba_tinker_march_of_the_machines_Description"       "111"
"DOTA_Tooltip_ability_imba_tinker_technomancy_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_tinker_8_Description"       "111"
"DOTA_Tooltip_ability_imba_treant_natures_grasp"       "自然卷握"
"DOTA_Tooltip_ability_imba_treant_natures_grasp_Description"       "111"
"DOTA_Tooltip_ability_imba_treant_leech_seed"       "寄生种子"
"DOTA_Tooltip_ability_imba_treant_leech_seed_Description"       "111"
"DOTA_Tooltip_ability_imba_treant_living_armor"       "活体护甲"
"DOTA_Tooltip_ability_imba_treant_living_armor_Description"       "111"
"DOTA_Tooltip_ability_imba_treant_natures_guise"       "未定义"
"DOTA_Tooltip_ability_imba_treant_natures_guise_Description"       "111"
"DOTA_Tooltip_ability_imba_treant_overgrowth"       "未定义"
"DOTA_Tooltip_ability_imba_treant_overgrowth_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_treant_natures_guise_invisibility_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_treant_natures_grasp_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_treant_living_armor_heal_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_treant_leech_seed_heal_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_treant_living_armor_aoe_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_treant_overgrowth_damage_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_decay"       "腐朽"
"DOTA_Tooltip_ability_imba_undying_decay_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_soul_rip"       "噬魂"
"DOTA_Tooltip_ability_imba_undying_soul_rip_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_tombstone"       "墓碑"
"DOTA_Tooltip_ability_imba_undying_tombstone_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_tombstone_aura_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_tombstone_zombie_deathlust_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_flesh_golem_grab_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_flesh_golem_throw_Description"       "111"
"DOTA_Tooltip_ability_imba_undying_flesh_golem"       "血肉傀儡"
"DOTA_Tooltip_ability_imba_undying_flesh_golem_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_undying_tombstone_zombie_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_undying_decay_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_undying_tombstone_on_death_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_undying_tombstone_health_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_undying_flesh_golem_grab_allies_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_undying_decay_cooldown_Description"       "111"
"DOTA_Tooltip_ability_imba_visage_grave_chill"       "黄泉颤抖"
"DOTA_Tooltip_ability_imba_visage_grave_chill_Description"       "111"
"DOTA_Tooltip_ability_imba_visage_soul_assumption"       "灵魂超度"
"DOTA_Tooltip_ability_imba_visage_soul_assumption_Description"       "111"
"DOTA_Tooltip_ability_imba_visage_gravekeepers_cloak"       "陵卫斗篷"
"DOTA_Tooltip_ability_imba_visage_gravekeepers_cloak_Description"       "111"
"DOTA_Tooltip_ability_imba_visage_summon_familiars"       "召唤佣兽"
"DOTA_Tooltip_ability_imba_visage_summon_familiars_Description"       "111"
"DOTA_Tooltip_ability_imba_visage_stone_form_self_cast"       "未定义"
"DOTA_Tooltip_ability_imba_visage_stone_form_self_cast_Description"       "111"
"DOTA_Tooltip_ability_imba_visage_summon_familiars_stone_form"       "未定义"
"DOTA_Tooltip_ability_imba_visage_summon_familiars_stone_form_Description"       "111"
"DOTA_Tooltip_ability_imba_visage_become_familiar_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_visage_soul_assumption_extra_targets_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_visage_summon_familiars_bonus_move_speed_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_visage_soul_assumption_charge_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_visage_gravekeepers_cloak_cd_reduction_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_aether_remnant"       "残阴"
"DOTA_Tooltip_ability_imba_void_spirit_aether_remnant_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_dissimilate"       "异化"
"DOTA_Tooltip_ability_imba_void_spirit_dissimilate_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_resonant_pulse"       "共鸣脉冲"
"DOTA_Tooltip_ability_imba_void_spirit_resonant_pulse_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_astral_step_helper_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_astral_step_helper_2_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_aether_remnant_helper_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_void_stasis_Description"       "111"
"DOTA_Tooltip_ability_imba_void_spirit_astral_step"       "太虚之径"
"DOTA_Tooltip_ability_imba_void_spirit_astral_step_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_void_spirit_resonant_pulse_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_void_spirit_astral_step_charge_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_void_spirit_dissimilate_stun_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_void_spirit_astral_step_crit_Description"       "111"
"DOTA_Tooltip_ability_imba_weaver_the_swarm"       "虫群"
"DOTA_Tooltip_ability_imba_weaver_the_swarm_Description"       "111"
"DOTA_Tooltip_ability_imba_weaver_shukuchi"       "未定义"
"DOTA_Tooltip_ability_imba_weaver_shukuchi_Description"       "111"
"DOTA_Tooltip_ability_imba_weaver_geminate_attack"       "连击"
"DOTA_Tooltip_ability_imba_weaver_geminate_attack_Description"       "111"
"DOTA_Tooltip_ability_imba_weaver_time_lapse"       "未定义"
"DOTA_Tooltip_ability_imba_weaver_time_lapse_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_weaver_shukuchi_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_weaver_the_swarm_armor_reduction_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_weaver_the_swarm_destroy_attacks_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_weaver_shukuchi_hasted_speed_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_weaver_geminate_attack_tooltip_attack_Description"       "111"
"DOTA_Tooltip_ability_imba_windranger_shackleshot_Description"       "111"
"DOTA_Tooltip_ability_imba_windranger_powershot_Description"       "111"
"DOTA_Tooltip_ability_imba_windranger_windrun_Description"       "111"
"DOTA_Tooltip_ability_imba_windranger_advancement_Description"       "111"
"DOTA_Tooltip_ability_imba_windranger_focusfire_vanilla_enhancer_Description"       "111"
"DOTA_Tooltip_ability_imba_windranger_focusfire_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_windranger_shackle_shot_cooldown_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_windranger_powershot_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_windranger_windrun_invisibility_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_windranger_shackle_shot_duration_Description"       "111"
"DOTA_Tooltip_ability_imba_winter_wyvern_arctic_burn"       "严寒烧灼"
"DOTA_Tooltip_ability_imba_winter_wyvern_arctic_burn_Description"       "111"
"DOTA_Tooltip_ability_imba_winter_wyvern_splinter_blast"       "碎裂冲击"
"DOTA_Tooltip_ability_imba_winter_wyvern_splinter_blast_Description"       "111"
"DOTA_Tooltip_ability_imba_winter_wyvern_cold_embrace"       "极寒之拥"
"DOTA_Tooltip_ability_imba_winter_wyvern_cold_embrace_Description"       "111"
"DOTA_Tooltip_ability_imba_winter_wyvern_winters_curse"       "寒冬诅咒"
"DOTA_Tooltip_ability_imba_winter_wyvern_winters_curse_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_winter_wyvern_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_winter_wyvern_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_winter_wyvern_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_winter_wyvern_7_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_tether"       "未定义"
"DOTA_Tooltip_ability_imba_wisp_tether_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_spirits"       "未定义"
"DOTA_Tooltip_ability_imba_wisp_spirits_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_overcharge"       "过载"
"DOTA_Tooltip_ability_imba_wisp_overcharge_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_overcharge_721_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_swap_spirits_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_relocate"       "未定义"
"DOTA_Tooltip_ability_imba_wisp_relocate_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_relocate_break_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_tether_break"       "未定义"
"DOTA_Tooltip_ability_imba_wisp_tether_break_Description"       "111"
"DOTA_Tooltip_ability_imba_wisp_spirits_toggle_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_11_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_wisp_12_Description"       "111"
"DOTA_Tooltip_ability_imba_zuus_arc_lightning"       "弧形闪电"
"DOTA_Tooltip_ability_imba_zuus_arc_lightning_Description"       "111"
"DOTA_Tooltip_ability_imba_zuus_lightning_bolt"       "雷击"
"DOTA_Tooltip_ability_imba_zuus_lightning_bolt_Description"       "111"
"DOTA_Tooltip_ability_imba_zuus_static_field"       "未定义"
"DOTA_Tooltip_ability_imba_zuus_static_field_Description"       "111"
"DOTA_Tooltip_ability_imba_zuus_cloud"       "雷云"
"DOTA_Tooltip_ability_imba_zuus_cloud_Description"       "111"
"DOTA_Tooltip_ability_imba_zuus_nimbus_zap_Description"       "111"
"DOTA_Tooltip_ability_imba_zuus_leave_nimbus_Description"       "111"
"DOTA_Tooltip_ability_imba_zuus_thundergods_wrath"       "雷神之怒"
"DOTA_Tooltip_ability_imba_zuus_thundergods_wrath_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_zuus_9_Description"       "111"
"DOTA_Tooltip_ability_imba_courier_transfer_items_Description"       "111"
"DOTA_Tooltip_ability_imba_ancient_defense_Description"       "111"
"DOTA_Tooltip_ability_imba_ancient_last_resort_Description"       "111"
"DOTA_Tooltip_ability_imba_necronomicon_archer_multishot_Description"       "111"
"DOTA_Tooltip_ability_imba_necronomicon_archer_spread_shot_Description"       "111"
"DOTA_Tooltip_ability_imba_fountain_danger_zone_Description"       "111"
"DOTA_Tooltip_ability_imba_fountain_relief_Description"       "111"
"DOTA_Tooltip_ability_imba_axe_berserkers_call"       "狂战士之吼"
"DOTA_Tooltip_ability_imba_axe_berserkers_call_Description"       "111"
"DOTA_Tooltip_ability_imba_axe_battle_hunger"       "未定义"
"DOTA_Tooltip_ability_imba_axe_battle_hunger_Description"       "111"
"DOTA_Tooltip_ability_imba_axe_counter_helix"       "反击螺旋"
"DOTA_Tooltip_ability_imba_axe_counter_helix_Description"       "111"
"DOTA_Tooltip_ability_imba_axe_culling_blade"       "淘汰之刃"
"DOTA_Tooltip_ability_imba_axe_culling_blade_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_axe_9_Description"       "111"
"DOTA_Tooltip_ability_imba_centaur_thick_hide_Description"       "111"
"DOTA_Tooltip_ability_imba_centaur_hoof_stomp"       "马蹄践踏"
"DOTA_Tooltip_ability_imba_centaur_hoof_stomp_Description"       "111"
"DOTA_Tooltip_ability_imba_centaur_double_edge"       "双刃剑"
"DOTA_Tooltip_ability_imba_centaur_double_edge_Description"       "111"
"DOTA_Tooltip_ability_imba_centaur_return"       "反伤"
"DOTA_Tooltip_ability_imba_centaur_return_Description"       "111"
"DOTA_Tooltip_ability_imba_centaur_stampede"       "奔袭冲撞"
"DOTA_Tooltip_ability_imba_centaur_stampede_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_centaur_9_Description"       "111"
"DOTA_Tooltip_ability_imba_crystal_maiden_arcane_dynamo_Description"       "111"
"DOTA_Tooltip_ability_imba_crystal_maiden_crystal_nova"       "冰霜新星"
"DOTA_Tooltip_ability_imba_crystal_maiden_crystal_nova_Description"       "111"
"DOTA_Tooltip_ability_imba_crystal_maiden_frostbite"       "冰封禁制"
"DOTA_Tooltip_ability_imba_crystal_maiden_frostbite_Description"       "111"
"DOTA_Tooltip_ability_imba_crystal_maiden_brilliance_aura"       "奥术光环"
"DOTA_Tooltip_ability_imba_crystal_maiden_brilliance_aura_Description"       "111"
"DOTA_Tooltip_ability_imba_crystal_maiden_freezing_field"       "极寒领域"
"DOTA_Tooltip_ability_imba_crystal_maiden_freezing_field_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_frostbite_duration_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_crystal_nova_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_crystal_maiden_brilliance_aura_manacost_reduction_Description"       "111"
"DOTA_Tooltip_ability_imba_dazzle_poison_touch"       "剧毒之触"
"DOTA_Tooltip_ability_imba_dazzle_poison_touch_Description"       "111"
"DOTA_Tooltip_ability_imba_dazzle_poison_touch_707_Description"       "111"
"DOTA_Tooltip_ability_imba_dazzle_shallow_grave"       "薄葬"
"DOTA_Tooltip_ability_imba_dazzle_shallow_grave_Description"       "111"
"DOTA_Tooltip_ability_imba_dazzle_shadow_wave"       "暗影波"
"DOTA_Tooltip_ability_imba_dazzle_shadow_wave_Description"       "111"
"DOTA_Tooltip_ability_imba_dazzle_weave_Description"       "111"
"DOTA_Tooltip_ability_imba_dazzle_bad_juju"       "邪能"
"DOTA_Tooltip_ability_imba_dazzle_bad_juju_Description"       "111"
"DOTA_Tooltip_ability_imba_dazzle_ressurection_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_poison_touch_damage_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_dazzle_poison_touch_slow_Description"       "111"
"DOTA_Tooltip_ability_imba_disruptor_stormbearer_Description"       "111"
"DOTA_Tooltip_ability_imba_disruptor_thunder_strike"       "风雷之击"
"DOTA_Tooltip_ability_imba_disruptor_thunder_strike_Description"       "111"
"DOTA_Tooltip_ability_imba_disruptor_glimpse"       "未定义"
"DOTA_Tooltip_ability_imba_disruptor_glimpse_Description"       "111"
"DOTA_Tooltip_ability_imba_disruptor_kinetic_field"       "动能力场"
"DOTA_Tooltip_ability_imba_disruptor_kinetic_field_Description"       "111"
"DOTA_Tooltip_ability_imba_disruptor_static_storm"       "静态风暴"
"DOTA_Tooltip_ability_imba_disruptor_static_storm_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_2_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_3_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_4_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_5_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_6_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_7_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_8_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_9_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_10_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_disruptor_kinetic_field_true_sight_Description"       "111"
"DOTA_Tooltip_ability_imba_elder_titan_echo_stomp"       "回音重踏"
"DOTA_Tooltip_ability_imba_elder_titan_echo_stomp_Description"       "111"
"DOTA_Tooltip_ability_imba_elder_titan_echo_stomp_spirit_Description"       "111"
"DOTA_Tooltip_ability_imba_elder_titan_ancestral_spirit"       "灵体游魂"
"DOTA_Tooltip_ability_imba_elder_titan_ancestral_spirit_Description"       "111"
"DOTA_Tooltip_ability_imba_elder_titan_return_spirit"       "未定义"
"DOTA_Tooltip_ability_imba_elder_titan_return_spirit_Description"       "111"
"DOTA_Tooltip_ability_imba_elder_titan_natural_order"       "自然秩序"
"DOTA_Tooltip_ability_imba_elder_titan_natural_order_Description"       "111"
"DOTA_Tooltip_ability_imba_elder_titan_earth_splitter"       "裂地沟壑"
"DOTA_Tooltip_ability_imba_elder_titan_earth_splitter_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_1_Description"       "111"
"DOTA_Tooltip_ability_special_bonus_imba_elder_titan_2_Description"       "111"
